Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location
230020,OAKWOOD HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,MI,48124,WAYNE,3135937125,Acute Care Hospitals,Proprietary,true,"18101 OAKWOOD BLVD
DEARBORN, MI 48124
(42.291912, -83.211951)"
230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,2699838300,Acute Care Hospitals,Voluntary non-profit - Private,true,"1234 NAPIER AVENUE
ST JOSEPH, MI 49085
(42.089775, -86.477296)"
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,5172795400,Acute Care Hospitals,Government - Local,true,"274 E CHICAGO ST
COLDWATER, MI 49036
(41.939038, -84.991153)"
230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,3139663300,Acute Care Hospitals,Proprietary,true,"6071 W OUTER DRIVE
DETROIT, MI 48235
(42.420085, -83.182379)"
230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,2488583000,Acute Care Hospitals,Voluntary non-profit - Private,true,"44405 WOODWARD AVE
PONTIAC, MI 48341
(42.614834, -83.274998)"
230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,GRATIOT,9894631101,Acute Care Hospitals,Voluntary non-profit - Private,true,"300 E WARWICK DR
ALMA, MI 48801
(43.391626, -84.662507)"
230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,SAINT CLAIR,8109851510,Acute Care Hospitals,Voluntary non-profit - Church,true,"2601 ELECTRIC AVENUE
PORT HURON, MI 48060
(42.955785, -82.431961)"
230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MONTCALM,6167544691,Acute Care Hospitals,Voluntary non-profit - Other,true,"615 S BOWER STREET
GREENVILLE, MI 48838
(43.175103, -85.26875)"
230036,ALPENA REGIONAL MEDICAL CENTER,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,9893567390,Acute Care Hospitals,Proprietary,true,"1501 W CHISHOLM ST
ALPENA, MI 49707
(45.076789, -83.450608)"
230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,5174374451,Acute Care Hospitals,Government - Federal,true,"168 S HOWELL STREET
HILLSDALE, MI 49242
(41.911797, -84.631703)"
230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,6163911774,Acute Care Hospitals,Voluntary non-profit - Private,true,"100 MICHIGAN ST NE
GRAND RAPIDS, MI 49503
(42.970468, -85.664642)"
230040,SPECTRUM HEALTH PENNOCK,1009 W GREEN ST,HASTINGS,MI,49058,BARRY,2699453451,Acute Care Hospitals,Voluntary non-profit - Other,true,"1009 W GREEN ST
HASTINGS, MI 49058
(42.6442, -85.3021)"
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,9898943000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1900 COLUMBUS AVE
BAY CITY, MI 48708
(43.589386, -83.868741)"
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,WASHTENAW,7347641505,Acute Care Hospitals,Voluntary non-profit - Private,true,"1500 E MEDICAL CENTER DRIVE, SPC 5474
ANN ARBOR, MI 48109
(42.281446, -83.730657)"
230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,5862632300,Acute Care Hospitals,Proprietary,true,"15855 NINETEEN MILE RD
CLINTON TOWNSHIP, MI 48038
"
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,3139162600,Acute Care Hospitals,Voluntary non-profit - Private,true,"2799 W GRAND BLVD
DETROIT, MI 48202
(42.366114, -83.084592)"
230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,MARQUETTE,MI,49855,MARQUETTE,9062289440,Acute Care Hospitals,Government - Local,true,"420 W MAGNETIC
MARQUETTE, MI 49855
(46.553605, -87.39908)"
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,DICKINSON,9067741313,Acute Care Hospitals,Government - Local,true,"1721 S STEPHENSON AVE
IRON MOUNTAIN, MI 49801
(45.808234, -88.047635)"
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,9893485461,Acute Care Hospitals,Voluntary non-profit - Church,true,"1100 E MICHIGAN AVE
GRAYLING, MI 49738
(44.669868, -84.707843)"
230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,KENT,6166855000,Acute Care Hospitals,Voluntary non-profit - Church,true,"200 JEFFERSON AVENUE SE
GRAND RAPIDS, MI 49503
(42.957181, -85.664091)"
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"325 EAST H STREET
IRON MOUNTAIN, MI 49801
(45.811483, -88.060923)"
230066,MERCY HEALTH MUSKEGON,1700 CLINTON STREET,MUSKEGON,MI,49442,MUSKEGON,2317263511,Acute Care Hospitals,Voluntary non-profit - Private,true,"1700 CLINTON STREET
MUSKEGON, MI 49442
(43.22174, -86.243088)"
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,LIVINGSTON,5175456000,Acute Care Hospitals,Voluntary non-profit - Other,true,"620 BYRON RD
HOWELL, MI 48843
(42.615593, -83.939437)"
230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,MI,48602,SAGINAW,9895834000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1447 N HARRISON
SAGINAW, MI 48602
(43.427844, -83.955546)"
230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,SOUTHFIELD,MI,48033,OAKLAND,2483573360,Acute Care Hospitals,Voluntary non-profit - Private,false,"23901 LAHSER
SOUTHFIELD, MI 48033
(42.464106, -83.26038)"
230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,OTTAWA,6163925141,Acute Care Hospitals,Voluntary non-profit - Private,true,"602 MICHIGAN AVE
HOLLAND, MI 49423
(42.774519, -86.112814)"
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,2699668000,Acute Care Hospitals,Proprietary,true,"300 NORTH AVENUE
BATTLE CREEK, MI 49017
(42.330192, -85.180415)"
230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,SAGINAW,9897768000,Acute Care Hospitals,Voluntary non-profit - Church,true,"800 S WASHINGTON AVENUE
SAGINAW, MI 48601
(43.425889, -83.94201)"
230078,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",400 MEDICAL PARK DR,WATERVLIET,MI,49098,BERRIEN,2694633111,Acute Care Hospitals,Voluntary non-profit - Private,true,"400 MEDICAL PARK DR
WATERVLIET, MI 49098
(42.184464, -86.250328)"
230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,ISABELLA,9897726700,Acute Care Hospitals,Voluntary non-profit - Private,true,"1221 SOUTH DRIVE
MOUNT PLEASANT, MI 48858
(43.598534, -84.760592)"
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,CADILLAC,MI,49601,WEXFORD,2318767200,Acute Care Hospitals,Voluntary non-profit - Church,true,"400 HOBART ST
CADILLAC, MI 49601
(44.246214, -85.39051)"
230085,SOUTH HAVEN COMMUNITY HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,VAN BUREN,2696375271,Acute Care Hospitals,Government - Hospital District or Authority,true,"955 S BAILEY AVE
SOUTH HAVEN, MI 49090
(42.391395, -86.264098)"
230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,3133431000,Acute Care Hospitals,Voluntary non-profit - Private,true,"468 CADIEUX RD
GROSSE POINTE, MI 48230
(42.384197, -82.915386)"
230092,ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201,JACKSON,5177884800,Acute Care Hospitals,Voluntary non-profit - Other,true,"205 N EAST AVE
JACKSON, MI 49201
(42.252648, -84.394005)"
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,2317968691,Acute Care Hospitals,Government - Local,true,"605 OAK STREET
BIG RAPIDS, MI 49307
(43.69312, -85.476068)"
230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,OGEMAW,9893456366,Acute Care Hospitals,Government - Local,true,"2463 SOUTH M-30
WEST BRANCH, MI 48661
(44.262155, -84.246224)"
230096,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091,SAINT JOSEPH,2696517824,Acute Care Hospitals,Government - Local,true,"916 MYRTLE AVE
STURGIS, MI 49091
(41.794198, -85.408731)"
230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,2319355000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1105 SIXTH STREET
TRAVERSE CITY, MI 49684
(44.761646, -85.641402)"
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,MONROE,7342408400,Acute Care Hospitals,Voluntary non-profit - Other,true,"718 N MACOMB ST
MONROE, MI 48162
(41.926279, -83.388455)"
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"1500 WEISS STREET
SAGINAW, MI 48602
(43.443657, -83.961968)"
230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,MI,48764,IOSCO,9893629301,Acute Care Hospitals,Government - Hospital District or Authority,true,"200 HEMLOCK
TAWAS CITY, MI 48764
(44.274806, -83.51072)"
230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,WAYNE,3137456211,Acute Care Hospitals,Proprietary,true,"3990 JOHN R STREET
DETROIT, MI 48201
(42.350837, -83.05754)"
230105,MCLAREN - NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,49770,EMMET,2314874000,Acute Care Hospitals,Voluntary non-profit - Other,true,"416 CONNABLE AVE
PETOSKEY, MI 49770
(45.373384, -84.96912)"
230108,PORTAGE HEALTH,500 CAMPUS DRIVE,HANCOCK,MI,49930,HOUGHTON,9064831000,Acute Care Hospitals,Voluntary non-profit - Other,true,"500 CAMPUS DRIVE
HANCOCK, MI 49930
(47.141355, -88.585078)"
230110,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,1 N ATKINSON DRIVE,LUDINGTON,MI,49431,MASON,2318432591,Acute Care Hospitals,Voluntary non-profit - Other,true,"1 N ATKINSON DRIVE
LUDINGTON, MI 49431
(43.956102, -86.429331)"
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD,KALAMAZOO,MI,49048,KALAMAZOO,2692267000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1521 GULL ROAD
KALAMAZOO, MI 49048
(42.304531, -85.561912)"
230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,HURON,9892699521,Acute Care Hospitals,Voluntary non-profit - Other,true,"1100 SOUTH VAN DYKE ROAD
BAD AXE, MI 48413
(43.802404, -83.034389)"
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"2215 FULLER ROAD
ANN ARBOR, MI 48105
(42.287103, -83.712175)"
230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,SHIAWASSEE,9897235211,Acute Care Hospitals,Voluntary non-profit - Other,true,"826 WEST KING STREET
OWOSSO, MI 48867
(43.005092, -84.183037)"
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49015,CALHOUN,2699665600,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"5500 ARMSTRONG RD.
BATTLE CREEK, MI 49015
(42.340162, -85.297885)"
230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,OAKLAND,2488985000,Acute Care Hospitals,Proprietary,true,"3601 W THIRTEEN MILE RD
ROYAL OAK, MI 48073
"
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,GENESEE,8102579000,Acute Care Hospitals,Voluntary non-profit - Other,true,"ONE HURLEY PLAZA
FLINT, MI 48503
"
230133,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,OTSEGO,9897312100,Acute Care Hospitals,Voluntary non-profit - Private,true,"825 N CENTER AVE
GAYLORD, MI 49735
(45.035549, -84.673884)"
230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,GENESEE,8103422000,Acute Care Hospitals,Voluntary non-profit - Private,true,"401 S BALLENGER HIGHWAY
FLINT, MI 48532
(43.014384, -83.733557)"
230142,OAKWOOD HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,MI,48184,WAYNE,7344674175,Acute Care Hospitals,Government - Hospital District or Authority,true,"33155 ANNAPOLIS AVE
WAYNE, MI 48184
(42.274273, -83.365705)"
230144,FOREST HEALTH MEDICAL CENTER,135 S PROSPECT ST,YPSILANTI,MI,48198,WASHTENAW,7345474700,Acute Care Hospitals,Government - Hospital District or Authority,true,"135 S PROSPECT ST
YPSILANTI, MI 48198
(42.237492, -83.601918)"
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,WAYNE,7342466000,Acute Care Hospitals,Voluntary non-profit - Private,true,"2333 BIDDLE AVE
WYANDOTTE, MI 48192
(42.209694, -83.148776)"
230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,MI,48336,OAKLAND,2484718000,Acute Care Hospitals,Voluntary non-profit - Private,true,"28050 GRAND RIVER AVENUE
FARMINGTON HILLS, MI 48336
(42.443242, -83.323838)"
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,WASHTENAW,7347123456,Acute Care Hospitals,Voluntary non-profit - Church,true,"5301 E HURON RIVER DR
ANN ARBOR, MI 48106
"
230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,WAYNE,3133434000,Acute Care Hospitals,Voluntary non-profit - Church,true,"22101 MOROSS RD
DETROIT, MI 48236
(42.419011, -82.915008)"
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,INGHAM,5179756000,Acute Care Hospitals,Voluntary non-profit - Private,true,"401 W GREENLAWN AVE
LANSING, MI 48910
(42.704805, -84.555517)"
230174,NORTH OTTAWA COMMUNITY HEALTH CENTER,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,6168423600,Acute Care Hospitals,Government - Hospital District or Authority,true,"1309 SHELDON RD
GRAND HAVEN, MI 49417
(43.050837, -86.227852)"
230176,OAKWOOD HOSPITAL - SOUTHSHORE,5450 FORT STREET,TRENTON,MI,48183,WAYNE,7346713800,Acute Care Hospitals,Government - Hospital District or Authority,true,"5450 FORT STREET
TRENTON, MI 48183
(42.118286, -83.2096)"
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,CLARE,9898025000,Acute Care Hospitals,Voluntary non-profit - Other,true,"703 N MCEWAN ST
CLARE, MI 48617
(43.820585, -84.76835)"
230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,LAPEER,8106675500,Acute Care Hospitals,Voluntary non-profit - Private,true,"1375 N MAIN ST
LAPEER, MI 48446
(43.061707, -83.319265)"
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,5865735000,Acute Care Hospitals,Voluntary non-profit - Private,true,"11800 EAST TWELVE MILE ROAD
WARREN, MI 48093
"
230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENESEE,8106065000,Acute Care Hospitals,Voluntary non-profit - Church,true,"ONE GENESYS PARKWAY
GRAND BLANC, MI 48439
"
230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,OAKLAND,2483385000,Acute Care Hospitals,Voluntary non-profit - Private,true,"50 NORTH PERRY
PONTIAC, MI 48342
(42.637879, -83.290908)"
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MONTCALM,9895843131,Acute Care Hospitals,Voluntary non-profit - Other,true,"406 EAST ELM ST
CARSON CITY, MI 48811
(43.17595, -84.842141)"
230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,SAINT CLAIR,8109875000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1221 PINE GROVE AVE
PORT HURON, MI 48060
(42.986743, -82.427839)"
230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,MI,49068,CALHOUN,2697814271,Acute Care Hospitals,Voluntary non-profit - Other,true,"200 N MADISON
MARSHALL, MI 49068
(42.273048, -84.95779)"
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MIDLAND,9898393000,Acute Care Hospitals,Voluntary non-profit - Other,true,"4000 WELLNESS DRIVE
MIDLAND, MI 48670
"
230227,MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MACOMB,5864938000,Acute Care Hospitals,Proprietary,true,"1000 HARRINGTON BLVD
MOUNT CLEMENS, MI 48043
(42.586815, -82.897089)"
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,INGHAM,5173641000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1215 E MICHIGAN AVENUE
LANSING, MI 48912
(42.73361, -84.534521)"
230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,KENT,6162527200,Acute Care Hospitals,Voluntary non-profit - Private,true,"5900 BYRON CENTER AVENUE, SW
WYOMING, MI 49519
(42.858248, -85.722943)"
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,9066354460,Acute Care Hospitals,Voluntary non-profit - Private,true,"500 OSBORN BLVD
SAULT SAINTE MARIE, MI 49783
(46.498304, -84.349368)"
230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,SAINT CLAIR,8103297111,Acute Care Hospitals,Government - Hospital District or Authority,true,"4100 RIVER RD
EAST CHINA, MI 48054
(42.785866, -82.478023)"
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,WAYNE,7344213300,Acute Care Hospitals,Voluntary non-profit - Private,true,"6245 INKSTER RD
GARDEN CITY, MI 48135
(42.332356, -83.311771)"
230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,OAKLAND,2486525000,Acute Care Hospitals,Voluntary non-profit - Private,true,"1101 W UNIVERSITY DRIVE
ROCHESTER, MI 48307
(42.680882, -83.149228)"
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,7344753911,Acute Care Hospitals,Voluntary non-profit - Private,true,"775 S MAIN ST
CHELSEA, MI 48118
(42.308469, -84.021141)"
230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,WARREN,MI,48091,MACOMB,5864271000,Acute Care Hospitals,Voluntary non-profit - Private,false,"21230 DEQUINDRE ROAD
WARREN, MI 48091
(42.451563, -83.083566)"
230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,OAKLAND,2489648800,Acute Care Hospitals,Voluntary non-profit - Other,true,"44201 DEQUINDRE ROAD
TROY, MI 48085
(42.618044, -83.091161)"
230270,OAKWOOD HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,WAYNE,3132955253,Acute Care Hospitals,Government - Hospital District or Authority,true,"10000 TELEGRAPH ROAD
TAYLOR, MI 48180
(42.233315, -83.269659)"
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,WAYNE,3137453104,Acute Care Hospitals,Proprietary,true,"4201 ST ANTOINE ST - 3M
DETROIT, MI 48201
(42.354518, -83.053764)"
230275,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,SAGINAW,MI,48603,SAGINAW,9897907888,Acute Care Hospitals,Voluntary non-profit - Other,true,"3340 HOSPITAL ROAD
SAGINAW, MI 48603
(43.455109, -84.052052)"
230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,OAKLAND,2489373370,Acute Care Hospitals,Proprietary,true,"ONE WILLIAM CARLS DRIVE
COMMERCE TOWNSHIP, MI 48382
"
230279,BRIGHTON HOSPITAL,12851 GRAND RIVER RD,BRIGHTON,MI,48116,LIVINGSTON,8102271211,Acute Care Hospitals,Voluntary non-profit - Private,false,"12851 GRAND RIVER RD
BRIGHTON, MI 48116
(42.517871, -83.68972)"
230297,KARMANOS CANCER CENTER,4100 JOHN R,DETROIT,MI,48201,WAYNE,8005766266,Acute Care Hospitals,Proprietary,false,"4100 JOHN R
DETROIT, MI 48201
(42.35151, -83.057974)"
230301,OAKLAND REGIONAL HOSPITAL,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,OAKLAND,2484235100,Acute Care Hospitals,Physician,false,"22401 FOSTER WINTER DRIVE
SOUTHFIELD, MI 48075
(42.457572, -83.20269)"
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,OAKLAND,2483251000,Acute Care Hospitals,Government - Hospital District or Authority,true,"6777 WEST MAPLE ROAD
WEST BLOOMFIELD, MI 48322
(42.541451, -83.409433)"
230303,WEST SHORE MEDICAL CENTER,1465 E PARKDALE AVE,MANISTEE,MI,49660,MANISTEE,2313981000,Acute Care Hospitals,Voluntary non-profit - Other,true,"1465 E PARKDALE AVE
MANISTEE, MI 49660
(44.272366, -86.273369)"
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,3135761000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"4646 JOHN R.
DETROIT, MI 48201
(42.355015, -83.060295)"
231300,PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,MI,49635,BENZIE,2313522200,Critical Access Hospitals,Government - Local,true,"224 PARK AVENUE
FRANKFORT, MI 49635
(44.637353, -86.242849)"
231301,KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,KALKASKA,MI,49646,KALKASKA,2312587500,Critical Access Hospitals,Government - Hospital District or Authority,true,"419 S CORAL
KALKASKA, MI 49646
(44.731754, -85.183091)"
231303,SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HIGHWAY 2,MANISTIQUE,MI,49854,SCHOOLCRAFT,9063413200,Critical Access Hospitals,Government - Local,true,"7870W US HIGHWAY 2
MANISTIQUE, MI 49854
(45.925502, -86.984862)"
231304,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,NEWBERRY,MI,49868,LUCE,9062939200,Critical Access Hospitals,Government - Local,true,"502 W HARRIE ST
NEWBERRY, MI 49868
(46.352761, -85.515686)"
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,805 W CEDAR ST,STANDISH,MI,48658,ARENAC,5178464521,Critical Access Hospitals,Voluntary non-profit - Church,true,"805 W CEDAR ST
STANDISH, MI 48658
(43.982807, -83.968936)"
231306,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,1140 N STATE STREET,SAINT IGNACE,MI,49781,MACKINAC,9066438585,Critical Access Hospitals,Voluntary non-profit - Private,true,"1140 N STATE STREET
SAINT IGNACE, MI 49781
(45.886683, -84.725898)"
231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,MI,49946,BARAGA,9065243300,Critical Access Hospitals,Government - Local,true,"18341 US HIGHWAY 41
L' ANSE, MI 49946
"
231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MUNISING,MI,49862,ALGER,9063874110,Critical Access Hospitals,Voluntary non-profit - Private,true,"1500 SAND POINT RD
MUNISING, MI 49862
(46.423861, -86.625749)"
231309,"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,MI,49953,ONTONAGON,9068848000,Critical Access Hospitals,Government - Local,true,"601 S SEVENTH ST
ONTONAGON, MI 49953
(46.865494, -89.302975)"
231310,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,48755,HURON,9894533223,Critical Access Hospitals,Voluntary non-profit - Other,true,"170 N CASEVILLE RD
PIGEON, MI 48755
(43.830503, -83.279376)"
231311,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,SANILAC,8103762835,Critical Access Hospitals,Voluntary non-profit - Other,true,"3559 PINE ST
DECKERVILLE, MI 48427
(43.528095, -82.733772)"
231312,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,SHERIDAN,MI,48884,MONTCALM,9892913261,Critical Access Hospitals,Voluntary non-profit - Private,true,"301 N MAIN ST
SHERIDAN, MI 48884
(43.215416, -85.073531)"
231313,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,MI,48441,HURON,9894793201,Critical Access Hospitals,Voluntary non-profit - Private,true,"210 S FIRST ST
HARBOR BEACH, MI 48441
(43.84271, -82.652546)"
231314,MCKENZIE HEALTH SYSTEM,120 N DELAWARE STREET,SANDUSKY,MI,48471,SANILAC,8106483770,Critical Access Hospitals,Voluntary non-profit - Private,true,"120 N DELAWARE STREET
SANDUSKY, MI 48471
(43.423367, -82.832932)"
231315,BORGESS-LEE MEMORIAL HOSPITAL,420 W HIGH STREET,DOWAGIAC,MI,49047,CASS,2697828681,Critical Access Hospitals,Voluntary non-profit - Private,true,"420 W HIGH STREET
DOWAGIAC, MI 49047
(41.982554, -86.115342)"
